"","sample_id","sample_date","nutrient","value"
"2895","Q2","1990-06-19","nh4_n",NA
"2896","Q2","1990-06-26","k",1.22
"2897","Q2","1990-06-26","no3_n",294
"2898","Q2","1990-06-26","mg",2.9
"2899","Q2","1990-06-26","ca",6.06
"2900","Q2","1990-06-26","nh4_n",NA
"2901","Q2","1990-07-03","k",1.04
"2902","Q2","1990-07-03","no3_n",199
"2903","Q2","1990-07-03","mg",3.43
"2904","Q2","1990-07-03","ca",7.54
"2905","Q2","1990-07-03","nh4_n",NA
"2906","Q2","1990-07-10","k",1.08
"2907","Q2","1990-07-10","no3_n",212
"2908","Q2","1990-07-10","mg",3.46
"2909","Q2","1990-07-10","ca",7.25
"2910","Q2","1990-07-10","nh4_n",NA
"2911","Q2","1990-07-17","k",0.97
"2912","Q2","1990-07-17","no3_n",137
"2913","Q2","1990-07-17","mg",3.6
"2914","Q2","1990-07-17","ca",7.82
"2915","Q2","1990-07-17","nh4_n",NA
"2916","Q2","1990-07-24","k",1.24
"2917","Q2","1990-07-24","no3_n",236
"2918","Q2","1990-07-24","mg",1.94
"2919","Q2","1990-07-24","ca",4.1
"2920","Q2","1990-07-24","nh4_n",NA
"2921","Q2","1990-07-31","k",0.93
"2922","Q2","1990-07-31","no3_n",109
"2923","Q2","1990-07-31","mg",3.63
"2924","Q2","1990-07-31","ca",7.63
"2925","Q2","1990-07-31","nh4_n",NA
"2926","Q2","1990-08-07","k",0.93
"2927","Q2","1990-08-07","no3_n",107
"2928","Q2","1990-08-07","mg",3.68
"2929","Q2","1990-08-07","ca",8.2
"2930","Q2","1990-08-07","nh4_n",NA
"2931","Q2","1990-08-14","k",1.14
"2932","Q2","1990-08-14","no3_n",415
"2933","Q2","1990-08-14","mg",2.75
"2934","Q2","1990-08-14","ca",5.47
"2935","Q2","1990-08-14","nh4_n",NA
"2936","Q2","1990-08-21","k",0.95
"2937","Q2","1990-08-21","no3_n",212
"2938","Q2","1990-08-21","mg",3.33
"2939","Q2","1990-08-21","ca",7.35
"2940","Q2","1990-08-21","nh4_n",NA
"2941","Q2","1990-08-28","k",0.84
"2942","Q2","1990-08-28","no3_n",159
"2943","Q2","1990-08-28","mg",3.44
"2944","Q2","1990-08-28","ca",7.28
"2945","Q2","1990-08-28","nh4_n",NA
"2946","Q2","1990-09-04","k",0.88
"2947","Q2","1990-09-04","no3_n",10
"2948","Q2","1990-09-04","mg",3.73
"2949","Q2","1990-09-04","ca",8.31
"2950","Q2","1990-09-04","nh4_n",NA
"2951","Q2","1990-09-11","k",0.9
"2952","Q2","1990-09-11","no3_n",15
"2953","Q2","1990-09-11","mg",3.27
"2954","Q2","1990-09-11","ca",7.37
"2955","Q2","1990-09-11","nh4_n",NA
"2956","Q2","1990-09-18","k",0.85
"2957","Q2","1990-09-18","no3_n",22
"2958","Q2","1990-09-18","mg",3.25
"2959","Q2","1990-09-18","ca",7.16
"2960","Q2","1990-09-18","nh4_n",NA
"2961","Q2","1990-09-25","k",0.88
"2962","Q2","1990-09-25","no3_n",22
"2963","Q2","1990-09-25","mg",3.19
"2964","Q2","1990-09-25","ca",7.43
"2965","Q2","1990-09-25","nh4_n",NA
"2966","Q2","1990-10-02","k",0.96
"2967","Q2","1990-10-02","no3_n",128
"2968","Q2","1990-10-02","mg",2.38
"2969","Q2","1990-10-02","ca",6.12
"2970","Q2","1990-10-02","nh4_n",NA
"2971","Q2","1990-10-09","k",0.97
"2972","Q2","1990-10-09","no3_n",101
"2973","Q2","1990-10-09","mg",2.81
"2974","Q2","1990-10-09","ca",6.53
"2975","Q2","1990-10-09","nh4_n",NA
"2976","Q2","1990-10-16","k",0.91
"2977","Q2","1990-10-16","no3_n",97
"2978","Q2","1990-10-16","mg",3.27
"2979","Q2","1990-10-16","ca",6.67
"2980","Q2","1990-10-16","nh4_n",NA
"2981","Q2","1990-10-23","k",0.93
"2982","Q2","1990-10-23","no3_n",172
"2983","Q2","1990-10-23","mg",3.14
"2984","Q2","1990-10-23","ca",6.45
"2985","Q2","1990-10-23","nh4_n",NA
"2986","Q2","1990-10-30","k",1
"2987","Q2","1990-10-30","no3_n",100
"2988","Q2","1990-10-30","mg",1.54
"2989","Q2","1990-10-30","ca",3.29
"2990","Q2","1990-10-30","nh4_n",NA
"2991","Q2","1990-11-06","k",0.54
"2992","Q2","1990-11-06","no3_n",252
"2993","Q2","1990-11-06","mg",1.99
"2994","Q2","1990-11-06","ca",4.17
"2995","Q2","1990-11-06","nh4_n",NA
"2996","Q2","1990-11-13","k",0.86
"2997","Q2","1990-11-13","no3_n",170
"2998","Q2","1990-11-13","mg",3.37
"2999","Q2","1990-11-13","ca",6.61
"3000","Q2","1990-11-13","nh4_n",NA
"3001","Q2","1990-11-20","k",0.84
"3002","Q2","1990-11-20","no3_n",253
"3003","Q2","1990-11-20","mg",3.38
"3004","Q2","1990-11-20","ca",6.94
"3005","Q2","1990-11-20","nh4_n",NA
"3006","Q2","1990-11-27","k",0.89
"3007","Q2","1990-11-27","no3_n",205
"3008","Q2","1990-11-27","mg",3.16
"3009","Q2","1990-11-27","ca",6.99
"3010","Q2","1990-11-27","nh4_n",NA
"3011","Q2","1990-12-04","k",1.13
"3012","Q2","1990-12-04","no3_n",289
"3013","Q2","1990-12-04","mg",1.62
"3014","Q2","1990-12-04","ca",3.8
"3015","Q2","1990-12-04","nh4_n",NA
"3016","Q2","1990-12-04","k",0.94
"3017","Q2","1990-12-04","no3_n",8
"3018","Q2","1990-12-04","mg",2.84
"3019","Q2","1990-12-04","ca",6.28
"3020","Q2","1990-12-04","nh4_n",NA
"3021","Q2","1990-12-11","k",0.77
"3022","Q2","1990-12-11","no3_n",7
"3023","Q2","1990-12-11","mg",3.3
"3024","Q2","1990-12-11","ca",7.42
"3025","Q2","1990-12-11","nh4_n",NA
"3026","Q2","1990-12-14","k",2.16
"3027","Q2","1990-12-14","no3_n",300
"3028","Q2","1990-12-14","mg",2.32
"3029","Q2","1990-12-14","ca",5.33
"3030","Q2","1990-12-14","nh4_n",NA
"3031","Q2","1990-12-18","k",0.72
"3032","Q2","1990-12-18","no3_n",252
"3033","Q2","1990-12-18","mg",3.35
"3034","Q2","1990-12-18","ca",7.37
"3035","Q2","1990-12-18","nh4_n",NA
"3036","Q2","1990-12-25","k",0.89
"3037","Q2","1990-12-25","no3_n",235
"3038","Q2","1990-12-25","mg",3.37
"3039","Q2","1990-12-25","ca",7.1
"3040","Q2","1990-12-25","nh4_n",NA
"3041","Q2","1990-12-31","k",1.18
"3042","Q2","1990-12-31","no3_n",267
"3043","Q2","1990-12-31","mg",2.33
"3044","Q2","1990-12-31","ca",5.15
"3045","Q2","1990-12-31","nh4_n",NA
"3046","Q2","1991-01-08","k",1.13
"3047","Q2","1991-01-08","no3_n",340
"3048","Q2","1991-01-08","mg",3.15
"3049","Q2","1991-01-08","ca",7.06
"3050","Q2","1991-01-08","nh4_n",NA
"3051","Q2","1991-01-15","k",0.78
"3052","Q2","1991-01-15","no3_n",NA
"3053","Q2","1991-01-15","mg",3.29
"3054","Q2","1991-01-15","ca",7.06
"3055","Q2","1991-01-15","nh4_n",NA
"3056","Q2","1991-01-22","k",0.74
"3057","Q2","1991-01-22","no3_n",138
"3058","Q2","1991-01-22","mg",3.41
"3059","Q2","1991-01-22","ca",7.46
"3060","Q2","1991-01-22","nh4_n",NA
"3061","Q2","1991-01-29","k",0.75
"3062","Q2","1991-01-29","no3_n",95
"3063","Q2","1991-01-29","mg",3.25
"3064","Q2","1991-01-29","ca",7.07
"3065","Q2","1991-01-29","nh4_n",NA
"3066","Q2","1991-02-05","k",0.86
"3067","Q2","1991-02-05","no3_n",5
"3068","Q2","1991-02-05","mg",3.03
"3069","Q2","1991-02-05","ca",6.8
"3070","Q2","1991-02-05","nh4_n",NA
"3071","Q2","1991-02-12","k",0.89
"3072","Q2","1991-02-12","no3_n",63
"3073","Q2","1991-02-12","mg",3.39
"3074","Q2","1991-02-12","ca",7.42
"3075","Q2","1991-02-12","nh4_n",NA
"3076","Q2","1991-02-19","k",0.98
"3077","Q2","1991-02-19","no3_n",71
"3078","Q2","1991-02-19","mg",2.4
"3079","Q2","1991-02-19","ca",5.56
"3080","Q2","1991-02-19","nh4_n",NA
"3081","Q2","1991-02-26","k",0.87
"3082","Q2","1991-02-26","no3_n",229
"3083","Q2","1991-02-26","mg",2.28
"3084","Q2","1991-02-26","ca",6.71
"3085","Q2","1991-02-26","nh4_n",NA
"3086","Q2","1991-03-05","k",0.79
"3087","Q2","1991-03-05","no3_n",NA
"3088","Q2","1991-03-05","mg",3.14
"3089","Q2","1991-03-05","ca",6.81
"3090","Q2","1991-03-05","nh4_n",NA
"3091","Q2","1991-03-12","k",0.8
"3092","Q2","1991-03-12","no3_n",272
"3093","Q2","1991-03-12","mg",3.04
"3094","Q2","1991-03-12","ca",6.9
"3095","Q2","1991-03-12","nh4_n",NA
"3096","Q2","1991-03-19","k",0.8
"3097","Q2","1991-03-19","no3_n",212
"3098","Q2","1991-03-19","mg",3.11
"3099","Q2","1991-03-19","ca",7.2
"3100","Q2","1991-03-19","nh4_n",NA
"3101","Q2","1991-03-22","k",NA
"3102","Q2","1991-03-22","no3_n",NA
"3103","Q2","1991-03-22","mg",NA
"3104","Q2","1991-03-22","ca",NA
"3105","Q2","1991-03-22","nh4_n",NA
"3106","Q2","1991-03-26","k",0.76
"3107","Q2","1991-03-26","no3_n",158
"3108","Q2","1991-03-26","mg",3.11
"3109","Q2","1991-03-26","ca",7.02
"3110","Q2","1991-03-26","nh4_n",NA
"3111","Q2","1991-04-02","k",0.78
"3112","Q2","1991-04-02","no3_n",191
"3113","Q2","1991-04-02","mg",3.18
"3114","Q2","1991-04-02","ca",7.06
"3115","Q2","1991-04-02","nh4_n",NA
"3116","Q2","1991-04-09","k",0.76
"3117","Q2","1991-04-09","no3_n",18
"3118","Q2","1991-04-09","mg",2.93
"3119","Q2","1991-04-09","ca",6.66
"3120","Q2","1991-04-09","nh4_n",NA
"3121","Q2","1991-04-15","k",1
"3122","Q2","1991-04-15","no3_n",29
"3123","Q2","1991-04-15","mg",2.8
"3124","Q2","1991-04-15","ca",6.08
"3125","Q2","1991-04-15","nh4_n",NA
"3126","Q2","1991-04-23","k",1.02
"3127","Q2","1991-04-23","no3_n",19
"3128","Q2","1991-04-23","mg",2.93
"3129","Q2","1991-04-23","ca",6.62
"3130","Q2","1991-04-23","nh4_n",NA
"3131","Q2","1991-04-30","k",0.96
"3132","Q2","1991-04-30","no3_n",42
"3133","Q2","1991-04-30","mg",1.94
"3134","Q2","1991-04-30","ca",4.1
"3135","Q2","1991-04-30","nh4_n",NA
"3136","Q2","1991-05-07","k",1.02
"3137","Q2","1991-05-07","no3_n",18
"3138","Q2","1991-05-07","mg",3.09
"3139","Q2","1991-05-07","ca",3.08
"3140","Q2","1991-05-07","nh4_n",NA
"3141","Q2","1991-05-14","k",0.93
"3142","Q2","1991-05-14","no3_n",10
"3143","Q2","1991-05-14","mg",3.19
"3144","Q2","1991-05-14","ca",3.14
"3145","Q2","1991-05-14","nh4_n",NA
"3146","Q2","1991-05-21","k",0.98
"3147","Q2","1991-05-21","no3_n",19
"3148","Q2","1991-05-21","mg",3.1
"3149","Q2","1991-05-21","ca",3.7
"3150","Q2","1991-05-21","nh4_n",NA
"3151","Q2","1991-05-28","k",0.98
"3152","Q2","1991-05-28","no3_n",10
"3153","Q2","1991-05-28","mg",2.01
"3154","Q2","1991-05-28","ca",3.71
"3155","Q2","1991-05-28","nh4_n",NA
"3156","Q2","1991-05-31","k",1.08
"3157","Q2","1991-05-31","no3_n",NA
"3158","Q2","1991-05-31","mg",3.08
"3159","Q2","1991-05-31","ca",3.02
"3160","Q2","1991-05-31","nh4_n",NA
"3161","Q2","1991-06-01","k",NA
"3162","Q2","1991-06-01","no3_n",NA
"3163","Q2","1991-06-01","mg",NA
"3164","Q2","1991-06-01","ca",NA
"3165","Q2","1991-06-01","nh4_n",NA
"3166","Q2","1991-06-04","k",1.02
"3167","Q2","1991-06-04","no3_n",77
"3168","Q2","1991-06-04","mg",3.19
"3169","Q2","1991-06-04","ca",3.14
"3170","Q2","1991-06-04","nh4_n",NA
"3171","Q2","1991-06-11","k",1.1
"3172","Q2","1991-06-11","no3_n",91
"3173","Q2","1991-06-11","mg",3.01
"3174","Q2","1991-06-11","ca",3.66
"3175","Q2","1991-06-11","nh4_n",NA
"3176","Q2","1991-06-18","k",1.05
"3177","Q2","1991-06-18","no3_n",86
"3178","Q2","1991-06-18","mg",3
"3179","Q2","1991-06-18","ca",3.6
"3180","Q2","1991-06-18","nh4_n",NA
"3181","Q2","1991-06-25","k",1.04
"3182","Q2","1991-06-25","no3_n",35
"3183","Q2","1991-06-25","mg",3.26
"3184","Q2","1991-06-25","ca",3.17
"3185","Q2","1991-06-25","nh4_n",NA
"3186","Q2","1991-07-02","k",1.13
"3187","Q2","1991-07-02","no3_n",245
"3188","Q2","1991-07-02","mg",3.22
"3189","Q2","1991-07-02","ca",3.27
"3190","Q2","1991-07-02","nh4_n",NA
"3191","Q2","1991-07-09","k",1.15
"3192","Q2","1991-07-09","no3_n",118
"3193","Q2","1991-07-09","mg",3
"3194","Q2","1991-07-09","ca",3.15
"3195","Q2","1991-07-09","nh4_n",NA
"3196","Q2","1991-07-16","k",1.25
"3197","Q2","1991-07-16","no3_n",NA
"3198","Q2","1991-07-16","mg",3.18
"3199","Q2","1991-07-16","ca",7.02
"3200","Q2","1991-07-16","nh4_n",NA
"3201","Q2","1991-07-23","k",0.72
"3202","Q2","1991-07-23","no3_n",10
"3203","Q2","1991-07-23","mg",2.19
"3204","Q2","1991-07-23","ca",7.08
"3205","Q2","1991-07-23","nh4_n",NA
"3206","Q2","1991-07-30","k",0.8
"3207","Q2","1991-07-30","no3_n",10
"3208","Q2","1991-07-30","mg",2.94
"3209","Q2","1991-07-30","ca",6.91
"3210","Q2","1991-07-30","nh4_n",NA
"3211","Q2","1991-08-06","k",0.93
"3212","Q2","1991-08-06","no3_n",134
"3213","Q2","1991-08-06","mg",3.87
"3214","Q2","1991-08-06","ca",6.71
"3215","Q2","1991-08-06","nh4_n",NA
"3216","Q2","1991-08-13","k",0.89
"3217","Q2","1991-08-13","no3_n",10
"3218","Q2","1991-08-13","mg",4.15
"3219","Q2","1991-08-13","ca",6.94
"3220","Q2","1991-08-13","nh4_n",NA
"3221","Q2","1991-08-20","k",0.9
"3222","Q2","1991-08-20","no3_n",10
"3223","Q2","1991-08-20","mg",3.94
"3224","Q2","1991-08-20","ca",7.63
"3225","Q2","1991-08-20","nh4_n",NA
"3226","Q2","1991-08-27","k",1.34
"3227","Q2","1991-08-27","no3_n",26
"3228","Q2","1991-08-27","mg",3.19
"3229","Q2","1991-08-27","ca",6.22
"3230","Q2","1991-08-27","nh4_n",NA
"3231","Q2","1991-08-27","k",1.49
"3232","Q2","1991-08-27","no3_n",17
"3233","Q2","1991-08-27","mg",0.4
"3234","Q2","1991-08-27","ca",0.92
"3235","Q2","1991-08-27","nh4_n",NA
"3236","Q2","1991-09-03","k",2.78
"3237","Q2","1991-09-03","no3_n",128
"3238","Q2","1991-09-03","mg",3.88
"3239","Q2","1991-09-03","ca",9.01
"3240","Q2","1991-09-03","nh4_n",NA
"3241","Q2","1991-09-10","k",1.63
"3242","Q2","1991-09-10","no3_n",137
"3243","Q2","1991-09-10","mg",3.99
"3244","Q2","1991-09-10","ca",8.27
"3245","Q2","1991-09-10","nh4_n",NA
"3246","Q2","1991-09-17","k",1.23
"3247","Q2","1991-09-17","no3_n",120
"3248","Q2","1991-09-17","mg",3.02
"3249","Q2","1991-09-17","ca",5.67
"3250","Q2","1991-09-17","nh4_n",NA
"3251","Q2","1991-09-24","k",1.26
"3252","Q2","1991-09-24","no3_n",73
"3253","Q2","1991-09-24","mg",3.34
"3254","Q2","1991-09-24","ca",7
"3255","Q2","1991-09-24","nh4_n",NA
"3256","Q2","1991-10-01","k",1.22
"3257","Q2","1991-10-01","no3_n",122
"3258","Q2","1991-10-01","mg",2.46
"3259","Q2","1991-10-01","ca",5.18
"3260","Q2","1991-10-01","nh4_n",NA
"3261","Q2","1991-10-08","k",1.1
"3262","Q2","1991-10-08","no3_n",125
"3263","Q2","1991-10-08","mg",2.95
"3264","Q2","1991-10-08","ca",5.43
"3265","Q2","1991-10-08","nh4_n",NA
"3266","Q2","1991-10-15","k",1.25
"3267","Q2","1991-10-15","no3_n",124
"3268","Q2","1991-10-15","mg",2.69
"3269","Q2","1991-10-15","ca",4.94
"3270","Q2","1991-10-15","nh4_n",NA
"3271","Q2","1991-10-22","k",1.13
"3272","Q2","1991-10-22","no3_n",117
"3273","Q2","1991-10-22","mg",2.96
"3274","Q2","1991-10-22","ca",4.78
"3275","Q2","1991-10-22","nh4_n",NA
"3276","Q2","1991-10-29","k",1.05
"3277","Q2","1991-10-29","no3_n",38
"3278","Q2","1991-10-29","mg",2.87
"3279","Q2","1991-10-29","ca",4.84
"3280","Q2","1991-10-29","nh4_n",NA
"3281","Q2","1991-11-05","k",0.74
"3282","Q2","1991-11-05","no3_n",156
"3283","Q2","1991-11-05","mg",2.93
"3284","Q2","1991-11-05","ca",3.31
"3285","Q2","1991-11-05","nh4_n",NA
"3286","Q2","1991-11-07","k",1.62
"3287","Q2","1991-11-07","no3_n",199
"3288","Q2","1991-11-07","mg",1.47
"3289","Q2","1991-11-07","ca",2.38
"3290","Q2","1991-11-07","nh4_n",NA
"3291","Q2","1991-11-08","k",1.54
"3292","Q2","1991-11-08","no3_n",283
"3293","Q2","1991-11-08","mg",1.65
"3294","Q2","1991-11-08","ca",2.47
"3295","Q2","1991-11-08","nh4_n",NA
"3296","Q2","1991-11-12","k",1.43
"3297","Q2","1991-11-12","no3_n",399
"3298","Q2","1991-11-12","mg",3.02
"3299","Q2","1991-11-12","ca",5.32
"3300","Q2","1991-11-12","nh4_n",NA
"3301","Q2","1991-11-18","k",1.74
"3302","Q2","1991-11-18","no3_n",262
"3303","Q2","1991-11-18","mg",3.56
"3304","Q2","1991-11-18","ca",7.67
"3305","Q2","1991-11-18","nh4_n",NA
"3306","Q2","1991-11-22","k",1.3
"3307","Q2","1991-11-22","no3_n",152
"3308","Q2","1991-11-22","mg",1.46
"3309","Q2","1991-11-22","ca",2.43
"3310","Q2","1991-11-22","nh4_n",NA
"3311","Q2","1991-11-26","k",1.36
"3312","Q2","1991-11-26","no3_n",286
"3313","Q2","1991-11-26","mg",3.1
"3314","Q2","1991-11-26","ca",5.55
"3315","Q2","1991-11-26","nh4_n",NA
"3316","Q2","1991-12-03","k",1.03
"3317","Q2","1991-12-03","no3_n",10
"3318","Q2","1991-12-03","mg",2.72
"3319","Q2","1991-12-03","ca",4.14
"3320","Q2","1991-12-03","nh4_n",NA
"3321","Q2","1991-12-10","k",1.15
"3322","Q2","1991-12-10","no3_n",431
"3323","Q2","1991-12-10","mg",3.1
"3324","Q2","1991-12-10","ca",6.17
"3325","Q2","1991-12-10","nh4_n",NA
"3326","Q2","1991-12-17","k",1.18
"3327","Q2","1991-12-17","no3_n",320
"3328","Q2","1991-12-17","mg",3.17
"3329","Q2","1991-12-17","ca",5.8
"3330","Q2","1991-12-17","nh4_n",NA
"3331","Q2","1991-12-23","k",1.28
"3332","Q2","1991-12-23","no3_n",294
"3333","Q2","1991-12-23","mg",3.24
"3334","Q2","1991-12-23","ca",7.03
"3335","Q2","1991-12-23","nh4_n",NA
"3336","Q2","1991-12-30","k",0.91
"3337","Q2","1991-12-30","no3_n",196
"3338","Q2","1991-12-30","mg",3.62
"3339","Q2","1991-12-30","ca",5.46
"3340","Q2","1991-12-30","nh4_n",NA
"3341","Q2","1992-01-07","k",1.37
"3342","Q2","1992-01-07","no3_n",451
"3343","Q2","1992-01-07","mg",2.32
"3344","Q2","1992-01-07","ca",4.66
"3345","Q2","1992-01-07","nh4_n",NA
"3346","Q2","1992-01-14","k",1.24
"3347","Q2","1992-01-14","no3_n",374
"3348","Q2","1992-01-14","mg",2.92
"3349","Q2","1992-01-14","ca",6.33
"3350","Q2","1992-01-14","nh4_n",NA
"3351","Q2","1992-01-21","k",1.27
"3352","Q2","1992-01-21","no3_n",303
"3353","Q2","1992-01-21","mg",3.27
"3354","Q2","1992-01-21","ca",6.91
"3355","Q2","1992-01-21","nh4_n",NA
"3356","Q2","1992-01-28","k",1.35
"3357","Q2","1992-01-28","no3_n",300
"3358","Q2","1992-01-28","mg",3.26
"3359","Q2","1992-01-28","ca",7.19
"3360","Q2","1992-01-28","nh4_n",NA
"3361","Q2","1992-02-04","k",1.47
"3362","Q2","1992-02-04","no3_n",469
"3363","Q2","1992-02-04","mg",2.23
"3364","Q2","1992-02-04","ca",3.42
"3365","Q2","1992-02-04","nh4_n",NA
"3366","Q2","1992-02-06","k",1.72
"3367","Q2","1992-02-06","no3_n",207
"3368","Q2","1992-02-06","mg",2.35
"3369","Q2","1992-02-06","ca",5.4
"3370","Q2","1992-02-06","nh4_n",NA
"3371","Q2","1992-02-11","k",1.16
"3372","Q2","1992-02-11","no3_n",19
"3373","Q2","1992-02-11","mg",3.03
"3374","Q2","1992-02-11","ca",6.02
"3375","Q2","1992-02-11","nh4_n",NA
"3376","Q2","1992-02-18","k",1.24
"3377","Q2","1992-02-18","no3_n",236
"3378","Q2","1992-02-18","mg",3.32
"3379","Q2","1992-02-18","ca",7.07
"3380","Q2","1992-02-18","nh4_n",NA
"3381","Q2","1992-02-25","k",1.17
"3382","Q2","1992-02-25","no3_n",207
"3383","Q2","1992-02-25","mg",3.28
"3384","Q2","1992-02-25","ca",7.58
"3385","Q2","1992-02-25","nh4_n",NA
"3386","Q2","1992-03-03","k",0.82
"3387","Q2","1992-03-03","no3_n",10
"3388","Q2","1992-03-03","mg",3.24
"3389","Q2","1992-03-03","ca",5.31
"3390","Q2","1992-03-03","nh4_n",NA
"3391","Q2","1992-03-10","k",1.23
"3392","Q2","1992-03-10","no3_n",92
"3393","Q2","1992-03-10","mg",2.86
"3394","Q2","1992-03-10","ca",6.44
"3395","Q2","1992-03-10","nh4_n",NA
"3396","Q2","1992-03-17","k",1.43
"3397","Q2","1992-03-17","no3_n",180
"3398","Q2","1992-03-17","mg",3
"3399","Q2","1992-03-17","ca",6.2
"3400","Q2","1992-03-17","nh4_n",NA
"3401","Q2","1992-03-24","k",1.25
"3402","Q2","1992-03-24","no3_n",NA
"3403","Q2","1992-03-24","mg",3.12
"3404","Q2","1992-03-24","ca",6.17
"3405","Q2","1992-03-24","nh4_n",NA
"3406","Q2","1992-04-01","k",1.35
"3407","Q2","1992-04-01","no3_n",126
"3408","Q2","1992-04-01","mg",2.77
"3409","Q2","1992-04-01","ca",5.28
"3410","Q2","1992-04-01","nh4_n",NA
"3411","Q2","1992-04-07","k",1.02
"3412","Q2","1992-04-07","no3_n",68
"3413","Q2","1992-04-07","mg",3.34
"3414","Q2","1992-04-07","ca",5.63
"3415","Q2","1992-04-07","nh4_n",NA
"3416","Q2","1992-04-14","k",0.78
"3417","Q2","1992-04-14","no3_n",11
"3418","Q2","1992-04-14","mg",3.35
"3419","Q2","1992-04-14","ca",3.94
"3420","Q2","1992-04-14","nh4_n",NA
"3421","Q2","1992-04-21","k",1.05
"3422","Q2","1992-04-21","no3_n",11
"3423","Q2","1992-04-21","mg",3.13
"3424","Q2","1992-04-21","ca",6.12
"3425","Q2","1992-04-21","nh4_n",NA
"3426","Q2","1992-04-28","k",1.16
"3427","Q2","1992-04-28","no3_n",27
"3428","Q2","1992-04-28","mg",3.09
"3429","Q2","1992-04-28","ca",6.32
"3430","Q2","1992-04-28","nh4_n",NA
"3431","Q2","1992-05-05","k",1.12
"3432","Q2","1992-05-05","no3_n",353
"3433","Q2","1992-05-05","mg",2.12
"3434","Q2","1992-05-05","ca",4.2
"3435","Q2","1992-05-05","nh4_n",NA
"3436","Q2","1992-05-12","k",1.21
"3437","Q2","1992-05-12","no3_n",276
"3438","Q2","1992-05-12","mg",2.9
"3439","Q2","1992-05-12","ca",6.35
"3440","Q2","1992-05-12","nh4_n",NA
"3441","Q2","1992-05-19","k",1.36
"3442","Q2","1992-05-19","no3_n",209
"3443","Q2","1992-05-19","mg",2.56
"3444","Q2","1992-05-19","ca",6.28
"3445","Q2","1992-05-19","nh4_n",NA
"3446","Q2","1992-05-26","k",1.35
"3447","Q2","1992-05-26","no3_n",NA
"3448","Q2","1992-05-26","mg",2.42
"3449","Q2","1992-05-26","ca",4.98
"3450","Q2","1992-05-26","nh4_n",NA
"3451","Q2","1992-06-02","k",1.16
"3452","Q2","1992-06-02","no3_n",43
"3453","Q2","1992-06-02","mg",1.47
"3454","Q2","1992-06-02","ca",3.14
"3455","Q2","1992-06-02","nh4_n",NA
"3456","Q2","1992-06-09","k",1.43
"3457","Q2","1992-06-09","no3_n",26
"3458","Q2","1992-06-09","mg",3.28
"3459","Q2","1992-06-09","ca",6.77
"3460","Q2","1992-06-09","nh4_n",NA
"3461","Q2","1992-06-16","k",1.32
"3462","Q2","1992-06-16","no3_n",28
"3463","Q2","1992-06-16","mg",2.11
"3464","Q2","1992-06-16","ca",4.56
"3465","Q2","1992-06-16","nh4_n",NA
"3466","Q2","1992-06-23","k",1.11
"3467","Q2","1992-06-23","no3_n",37
"3468","Q2","1992-06-23","mg",2.39
"3469","Q2","1992-06-23","ca",4.56
"3470","Q2","1992-06-23","nh4_n",NA
"3471","Q2","1992-06-30","k",1.29
"3472","Q2","1992-06-30","no3_n",29
"3473","Q2","1992-06-30","mg",3.8
"3474","Q2","1992-06-30","ca",7.8
"3475","Q2","1992-06-30","nh4_n",NA
"3476","Q2","1992-07-07","k",1.23
"3477","Q2","1992-07-07","no3_n",28
"3478","Q2","1992-07-07","mg",3.42
"3479","Q2","1992-07-07","ca",7.2
"3480","Q2","1992-07-07","nh4_n",NA
"3481","Q2","1992-07-14","k",1.23
"3482","Q2","1992-07-14","no3_n",42
"3483","Q2","1992-07-14","mg",3.72
"3484","Q2","1992-07-14","ca",7.76
"3485","Q2","1992-07-14","nh4_n",NA
"3486","Q2","1992-07-21","k",1.21
"3487","Q2","1992-07-21","no3_n",142
"3488","Q2","1992-07-21","mg",3.43
"3489","Q2","1992-07-21","ca",6.86
"3490","Q2","1992-07-21","nh4_n",NA
"3491","Q2","1992-07-28","k",1.36
"3492","Q2","1992-07-28","no3_n",147
"3493","Q2","1992-07-28","mg",3.27
"3494","Q2","1992-07-28","ca",7.05
"3495","Q2","1992-07-28","nh4_n",NA
"3496","Q2","1992-08-04","k",1.24
"3497","Q2","1992-08-04","no3_n",193
"3498","Q2","1992-08-04","mg",3.35
"3499","Q2","1992-08-04","ca",7.2
"3500","Q2","1992-08-04","nh4_n",NA
"3501","Q2","1992-08-11","k",1.38
"3502","Q2","1992-08-11","no3_n",26
"3503","Q2","1992-08-11","mg",1.99
"3504","Q2","1992-08-11","ca",4.42
"3505","Q2","1992-08-11","nh4_n",NA
"3506","Q2","1992-08-18","k",1.03
"3507","Q2","1992-08-18","no3_n",170
"3508","Q2","1992-08-18","mg",3.46
"3509","Q2","1992-08-18","ca",7.32
"3510","Q2","1992-08-18","nh4_n",NA
"3511","Q2","1992-08-25","k",1.1
"3512","Q2","1992-08-25","no3_n",197
"3513","Q2","1992-08-25","mg",2.9
"3514","Q2","1992-08-25","ca",6.31
"3515","Q2","1992-08-25","nh4_n",NA
"3516","Q2","1992-09-01","k",1.39
"3517","Q2","1992-09-01","no3_n",10
"3518","Q2","1992-09-01","mg",4.16
"3519","Q2","1992-09-01","ca",8.16
"3520","Q2","1992-09-01","nh4_n",NA
"3521","Q2","1992-09-08","k",1.39
"3522","Q2","1992-09-08","no3_n",10
"3523","Q2","1992-09-08","mg",2.5
"3524","Q2","1992-09-08","ca",5.7
